Date,Bond Code,ISIN Code,Ticker,ISSUER,ISSUER_INDUSTRY,PAYMENT_RANK,DAYS_TO_NEXT_COUPON,NXT_CPN_DT,Maturity,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
2034/07/31,HWAY34,ZAG000070319,ZAG000070319 Corp,SOUTH AFRICAN NATL RDS,GOVT AGENCY,Sr Unsecured,34,2023/07/31,31-Jul-34,9.25,R209,76,12.705,83.44618,79.74618,3.7,13.23,11.545,0.06,6.365825937,5.985591253,-4.994747355,499.4747355,53.47024625,,Rate,20-Jun-23,30-May-23,,,,Illiquid Methodology,
2035/02/28,R2 035,ZAG000125972,ZAG000125972 Corp,REPUBLIC OF SOUTH AFRICA,GOVT NATIONAL,Sr Unsecured,65,2023/08/31,28-Feb-35,8.875,,,11.885,84.06618,81.197,2.86918,12.455,10.75,0.05,6.778771643,6.398538493,-5.379006543,537.9006543,60.24133377,,Rate,20-Jun-23,19-Jun-23,,,,Benchmark Bond,
2036/03/31,R209,ZAG000030404,ZAG000030404 Corp,REPUBLIC OF SOUTH AFRICA,GOVT NATIONAL,Sr Unsecured,95,2023/09/30,31-Mar-36,6.25,,,11.945,64.63202,63.14229,1.48973,12.49,10.78,0.06,7.692929786,7.259364256,-4.69187379,469.187379,75.81998593,,Rate,20-Jun-23,19-Jun-23,,,,PD Call Down Rates,
2037/01/31,R2 037,ZAG000107012,ZAG000107012 Corp,REPUBLIC OF SOUTH AFRICA,GOVT NATIONAL,Sr Unsecured,34,2023/07/31,31-Jan-37,8.5,,,12.195,79.16844,75.76844,3.4,12.71,10.98,0.06,7.170618311,6.758517695,-5.350613359,535.0613359,70.75060296,,Rate,20-Jun-23,19-Jun-23,,,,PD Call Down Rates,
2040/01/31,R2 040,ZAG000125980,ZAG000125980 Corp,REPUBLIC OF SOUTH AFRICA,GOVT NATIONAL,Sr Unsecured,34,2023/07/31,31-Jan-40,9,,,12.395,79.94049,76.34049,3.6,12.82,11.125,0.07,7.499563604,7.061902214,-5.645319048,564.5319048,82.76379953,,Rate,20-Jun-23,19-Jun-23,,,,Benchmark Bond,
2040/10/09,TN40,ZAG000120320,ZAG000120320 Corp,TRANSNET SOC LTD,TRANS - RAIL,Sr Unsecured,104,2023/10/09,09-Oct-40,10.75,R214,117,13.435,84.37424,82.07698,2.29726,13.88,12.19,0.07,7.173544418,6.721994442,-5.671631656,567.1631656,76.58047612,,Rate,20-Jun-23,15-Mar-23,,,,Illiquid Methodology,
2041/02/28,R214,ZAG000077488,ZAG000077488 Corp,REPUBLIC OF SOUTH AFRICA,GOVT NATIONAL,Sr Unsecured,65,2023/08/31,28-Feb-41,6.5,,,12.265,60.78841,58.68704,2.10137,12.71,11.01,0.07,8.294000124,7.814759969,-4.750468692,475.0468692,99.80738774,,Rate,20-Jun-23,29-Jul-10,,,,PD Call Down Rates,
2042/04/25,ES42,ZAG000107780,ZAG000107780 Corp,ESKOM HOLDINGS SOC LTD,UTILITY - ELEC,Sr Unsecured,120,2023/10/25,25-Apr-42,8.5,R214,85,13.115,69.43883,67.99499,1.44384,13.56,12.03,0.05,7.765957204,7.288043736,-5.060731806,506.0731806,90.46045338,,Rate,20-Jun-23,22-Mar-23,,,,Official Market Maker,
2044/01/31,R2 044,ZAG000106972,ZAG000106972 Corp,REPUBLIC OF SOUTH AFRICA,GOVT NATIONAL,Sr Unsecured,34,2023/07/31,31-Jan-44,8.75,,,12.45,76.25921,72.75921,3.5,12.85,11.145,0.08,7.879126458,7.4173937,-5.656446188,565.6446188,97.64868172,,Rate,20-Jun-23,19-Jun-23,,,,PD Call Down Rates,
2048/02/28,R2 048,ZAG000096173,ZAG000096173 Corp,REPUBLIC OF SOUTH AFRICA,GOVT NATIONAL,Sr Unsecured,65,2023/08/31,28-Feb-48,8.75,,,12.39,74.9089,72.08013,2.82877,12.805,10.975,0.09,8.166110574,7.689731695,-5.760293441,576.0293441,109.425998,,Rate,20-Jun-23,19-Jun-23,,,,PD Call Down Rates,
2028/12/07,ABCPI3,ZAG000073669,ZAG000073669 Corp,ABSA BANK LTD,BANK,Subordinated,163,2023/12/07,07-Dec-23,5.5,R197,135,4.55,330.52386,329.58407,0.93979,5.25,3.698,-0.12,0.450330504,0.440313374,-1.455340752,145.5340752,0.387751735,,Rate,05-Apr-23,23-Nov-22,3.282540472,33.15013709,108.8166667,Inflation Linked Methodology,
2026/03/17,ABFN09,ZAG000084765,ZAG000084765 Corp,ABSA BANK LTD,BANK,Sr Unsecured,83,2023/09/18,17-Mar-26,10.442,JIBAR,195,,100.195878,99.99594647,0.199931507,100,100,0,,0,,,,,Price,14-Jun-22,16-Apr-20,,,,Price Traded Methodology,
2023/09/26,ABFN18,ZAG000139684,ZAG000139684 Corp,ABSA BANK LTD,BANK,Sr Unsecured,91,2023/09/26,26-Sep-23,9.388,JIBAR,102,,100.1993337,100.1993337,0,100,100,0,,0,,,,,Price,14-Jun-23,20-Jun-22,,,,Price Traded Methodology,
2024/05/30,ABFN22,ZAG000144239,ZAG000144239 Corp,ABSA BANK LTD,BANK,Sr Unsecured,64,2023/08/30,30-May-24,10.342,JIBAR,100,,101.5149841,100.7499595,0.765024658,100,100,0,,0,,,,,Price,19-Jun-23,25-May-23,,,,Price Traded Methodology,
2027/05/25,ABFN23,ZAG000144296,ZAG000144296 Corp,ABSA BANK LTD,BANK,Sr Unsecured,59,2023/08/25,25-May-27,10.183,JIBAR,135,,103.0853523,102.1925962,0.892756164,100,100,0,,0,,,,,Price,08-May-23,04-Jan-23,,,,Price Traded Methodology,
2024/10/17,ABFN25,ZAG000147380,ZAG000147380 Corp,ABSA BANK LTD,BANK,Sr Unsecured,20,2023/07/17,17-Oct-24,9.625,JIBAR,100,,102.6143627,100.7684722,1.845890411,100,100,0,,0,,,,,Price,31-May-23,26-Feb-23,,,,Price Traded Methodology,
2029/10/17,ABFN26,ZAG000147406,ZAG000147406 Corp,ABSA BANK LTD,BANK,Sr Unsecured,20,2023/07/17,17-Oct-29,10.025,JIBAR,133,,105.2250003,103.3023976,1.92260274,100,100,0,,0,,,,,Price,25-May-23,25-May-23,,,,Price Traded Methodology,
2023/08/29,ABFN28,ZAG000153719,ZAG000153719 Corp,ABSA BANK LTD,BANK,Sr Unsecured,63,2023/08/29,29-Aug-23,9.842,JIBAR,71,,100.8692219,100.1142192,0.75500274,100,100,0,,0,,,,,Price,14-Jun-23,04-Apr-23,,,,Price Traded Methodology,
2025/08/29,ABFN29,ZAG000153727,ZAG000153727 Corp,ABSA BANK LTD,BANK,Sr Unsecured,63,2023/08/29,29-Aug-25,9.992,JIBAR,113,,101.4883482,100.7218386,0.766509589,100,100,0,,0,,,,,Price,14-Jun-23,25-Apr-23,,,,Price Traded Methodology,
2028/08/29,ABFN30,ZAG000153735,ZAG000153735 Corp,ABSA BANK LTD,BANK,Sr Unsecured,63,2023/08/29,29-Aug-28,10.192,JIBAR,150.25,,101.5721993,100.7903473,0.781852055,100,100,0,,0,,,,,Price,23-Nov-22,22-Nov-22,,,,Price Traded Methodology,
2023/11/15,ABFN32,ZAG000155409,ZAG000155409 Corp,ABSA BANK LTD,BANK,Sr Unsecured,49,2023/08/15,15-Nov-23,9.433,JIBAR,75,,101.2630531,100.177612,1.085441096,100,100,0,,0,,,,,Price,30-May-23,04-Apr-23,,,,Price Traded Methodology,
2024/11/15,ABFN33,ZAG000155391,ZAG000155391 Corp,ABSA BANK LTD,BANK,Sr Unsecured,49,2023/08/15,15-Nov-24,9.483,JIBAR,108,,101.4535761,100.3623815,1.091194521,100,100,0,,0,,,,,Price,31-May-23,27-Dec-22,,,,Price Traded Methodology,
2024/02/07,ABFN35,ZAG000156795,ZAG000156795 Corp,ABSA BANK LTD,BANK,Sr Unsecured,41,2023/08/07,07-Feb-24,9.333,JIBAR,80,,101.5289638,100.2760405,1.252923288,100,100,0,,0,,,,,Price,14-Jun-23,30-May-23,,,,Price Traded Methodology,
2026/02/07,ABFN36,ZAG000156803,ZAG000156803 Corp,ABSA BANK LTD,BANK,Sr Unsecured,41,2023/08/07,07-Feb-26,9.443,JIBAR,122,,101.7658905,100.4982001,1.267690411,100,100,0,,0,,,,,Price,10-May-23,09-May-23,,,,Price Traded Methodology,
2029/02/07,ABFN37,ZAG000156811,ZAG000156811 Corp,ABSA BANK LTD,BANK,Sr Unsecured,41,2023/08/07,07-Feb-29,9.673,JIBAR,147.5,,102.1577844,100.8592173,1.298567123,100,100,0,,0,,,,,Price,14-Jun-23,27-Oct-22,,,,Price Traded Methodology,
2024/09/16,ABFN40,ZAG000162355,ZAG000162355 Corp,ABSA BANK LTD,BANK,Sr Unsecured,83,2023/09/18,16-Sep-24,9.752,JIBAR,95,,100.5377722,100.3510736,0.18669863,100,100,0,,0,,,,,Price,23-May-23,10-May-23,,,,Price Traded Methodology,
2026/09/16,ABFN41,ZAG000162371,ZAG000162371 Corp,ABSA BANK LTD,BANK,Sr Unsecured,83,2023/09/18,16-Sep-26,9.852,JIBAR,134,,100.2393808,100.0507644,0.188616438,100,100,0,,0,,,,,Price,05-Jun-23,23-Oct-22,,,,Price Traded Methodology,
2029/09/16,ABFN42,ZAG000162389,ZAG000162389 Corp,ABSA BANK LTD,BANK,Sr Unsecured,83,2023/09/18,16-Sep-29,9.972,JIBAR,142,,100.46085,100.2699322,0.190917808,100,100,0,,0,,,,,Price,15-May-23,25-Apr-23,,,,Price Traded Methodology,
2024/10/14,ABFN44,ZAG000163320,ZAG000163320 Corp,ABSA BANK LTD,BANK,Sr Unsecured,17,2023/07/14,14-Oct-24,9.218,JIBAR,126,,101.8234152,99.97981517,1.8436,100,100,0,,0,,,,,Price,31-May-23,19-Jun-23,,,,Price Traded Methodology,
2026/10/14,ABFN45,ZAG000163338,ZAG000163338 Corp,ABSA BANK LTD,BANK,Sr Unsecured,17,2023/07/14,14-Oct-26,9.318,JIBAR,136,,101.8433066,99.97970665,1.8636,100,100,0,,0,,,,,Price,05-Jun-23,19-Jun-23,,,,Price Traded Methodology,
2025/06/24,ABFN46,ZAG000168998,ZAG000168998 Corp,ABSA BANK LTD,BANK,Sr Unsecured,91,2023/09/26,24-Jun-25,8.975,JIBAR,142.5,,100.0000698,100.0000698,0,100,100,0,,0,,,,,Price,23-Jun-20,19-Jun-23,,,,Price Traded Methodology,
2023/08/24,ABFN47,ZAG000170366,ZAG000170366 Corp,ABSA BANK LTD,BANK,Sr Unsecured,58,2023/08/24,24-Aug-23,8.908,JIBAR,77.5,,100.7538904,99.94850957,0.805380822,100,100,0,,0,,,,,Price,30-Nov-22,24-Nov-22,,,,Price Traded Methodology,
2025/08/24,ABFN48,ZAG000170374,ZAG000170374 Corp,ABSA BANK LTD,BANK,Sr Unsecured,58,2023/08/24,24-Aug-25,9.133,JIBAR,100,,100.7738131,99.94808986,0.825723288,100,100,0,,0,,,,,Price,04-Nov-22,19-Jun-23,,,,Price Traded Methodology,
2024/03/30,ABFN49,ZAG000173782,ZAG000173782 Corp,ABSA BANK LTD,BANK,Sr Unsecured,3,2023/06/30,30-Mar-24,8.675,JIBAR,80,,100.116755,100.2118235,-0.095068493,100,100,0,,0,,,,,Price,20-Jun-23,04-Apr-23,,,,Price Traded Methodology,
2026/03/30,ABFN50,ZAG000173790,ZAG000173790 Corp,ABSA BANK LTD,BANK,Sr Unsecured,3,2023/06/30,30-Mar-26,8.815,JIBAR,130,,99.75453808,99.85114082,-0.09660274,100,100,0,,0,,,,,Price,29-Mar-23,30-Aug-22,,,,Price Traded Methodology,
2028/03/30,ABFN51,ZAG000173808,ZAG000173808 Corp,ABSA BANK LTD,BANK,Sr Unsecured,3,2023/06/30,30-Mar-28,9.065,JIBAR,131,,100.5712449,100.6705873,-0.099342466,100,100,0,,0,,,,,Price,15-May-23,27-Mar-23,,,,Price Traded Methodology,
2031/03/30,ABFN52,ZAG000173816,ZAG000173816 Corp,ABSA BANK LTD,BANK,Sr Unsecured,3,2023/06/30,30-Mar-31,9.145,JIBAR,160,,99.73690971,99.83712889,-0.100219178,100,100,0,,0,,,,,Price,02-May-23,30-Mar-23,,,,Price Traded Methodology,
2025/02/14,ABFN53,ZAG000183278,ZAG000183278 Corp,ABSA BANK LTD,BANK,Sr Unsecured,48,2023/08/14,14-Feb-25,9.253,JIBAR,102,,101.2420596,100.1773309,1.064728767,100,100,0,,0,,,,,Price,14-Apr-23,27-Mar-23,,,,Price Traded Methodology,
2027/02/14,ABFN54,ZAG000183286,ZAG000183286 Corp,ABSA BANK LTD,BANK,Sr Unsecured,48,2023/08/14,14-Feb-27,9.433,JIBAR,132,,101.1280447,100.0426036,1.085441096,100,100,0,,0,,,,,Price,29-May-23,05-Jan-23,,,,Price Traded Methodology,
2029/02/14,ABFN55,ZAG000183294,ZAG000183294 Corp,ABSA BANK LTD,BANK,Sr Unsecured,48,2023/08/14,14-Feb-29,9.583,JIBAR,150,,101.0542381,99.95153675,1.10270137,100,100,0,,0,,,,,Price,16-Mar-23,19-Jun-23,,,,Price Traded Methodology,
2027/11/08,ABFN56,ZAG000191586,ZAG000191586 Corp,ABSA BANK LTD,BANK,Sr Unsecured,73,2023/09/08,08-Nov-27,9.933,JIBAR,126,,101.137095,100.6472484,0.489846575,100,100,0,,0,,,,,Price,25-May-23,24-May-23,,,,Price Traded Methodology,
2025/11/14,ABFN57,ZAG000191859,ZAG000191859 Corp,ABSA BANK LTD,BANK,Sr Unsecured,48,2023/08/14,14-Nov-25,9.283,JIBAR,120,,101.0203218,99.95214098,1.068180822,100,100,0,,0,,,,,Price,05-Jun-23,19-Jun-23,,,,Price Traded Methodology,
2027/11/14,ABFN58,ZAG000191867,ZAG000191867 Corp,ABSA BANK LTD,BANK,Sr Unsecured,48,2023/08/14,14-Nov-27,9.533,JIBAR,145,,101.0486067,99.95165872,1.096947945,100,100,0,,0,,,,,Price,25-Apr-23,19-Jun-23,,,,Price Traded Methodology,
2026/04/05,ABFN60,ZAG000193814,ZAG000193814 Corp,ABSA BANK LTD,BANK,Sr Unsecured,8,2023/07/05,05-Apr-26,9.038,JIBAR,108,,99.77347063,99.99632543,-0.222854795,100,100,0,,0,,,,,Price,19-Jun-23,19-Jun-23,,,,Price Traded Methodology,
2028/02/24,ABFN61,ZAG000193822,ZAG000193822 Corp,ABSA BANK LTD,BANK,Sr Unsecured,58,2023/08/24,24-Feb-28,9.453,JIBAR,138,,100.5807415,99.72608674,0.854654795,100,100,0,,0,,,,,Price,05-Jun-23,04-Jun-23,,,,Price Traded Methodology,
2030/02/24,ABFN62,ZAG000193830,ZAG000193830 Corp,ABSA BANK LTD,BANK,Sr Unsecured,58,2023/08/24,24-Feb-30,9.553,JIBAR,136,,101.0987124,100.2350165,0.86369589,100,100,0,,0,,,,,Price,19-Jun-23,08-May-23,,,,Price Traded Methodology,
2025/06/27,ABGN01,ZAG000187436,ZAG000187436 Corp,ABSA BANK LTD,BANK,Sr Unsecured,1,2023/06/27,27-Jun-25,8.758,JIBAR,110,,100.1547766,100.1787711,-0.023994521,100,100,0,,0,,,,,Price,19-Jun-23,07-Feb-23,,,,Price Traded Methodology,
2027/06/27,ABGN02,ZAG000187428,ZAG000187428 Corp,ABSA BANK LTD,BANK,Sr Unsecured,92,2023/09/27,27-Jun-27,8.988,JIBAR,130,,100.3995534,100.424178,-0.024624658,100,100,0,,0,,,,,Price,26-Apr-23,19-Jan-23,,,,Price Traded Methodology,
2029/06/27,ABGN03,ZAG000187410,ZAG000187410 Corp,ABSA BANK LTD,BANK,Sr Unsecured,92,2023/09/27,27-Jun-29,9.108,JIBAR,136,,100.8204927,100.8454461,-0.024953425,100,100,0,,0,,,,,Price,25-May-23,24-May-23,,,,Price Traded Methodology,
2024/12/03,ABJ01,ZAG000164914,ZAG000164914 Corp,AFRICAN BANK LTD,FINANCIAL,Sr Unsecured,69,2023/09/04,03-Dec-24,12.292,JIBAR,257,,102.3238482,101.6166372,0.707210959,100,100,0,,0,,,,,Price,06-Jun-23,24-Nov-22,,,,Price Traded Methodology,
2024/03/31,ABJ02,ZAG000175241,ZAG000175241 Corp,AFRICAN BANK LTD,FINANCIAL,Sr Unsecured,3,2023/06/30,31-Mar-24,10.898,JIBAR,130,,101.0644718,101.1839019,-0.119430137,100,100,0,,0,,,,,Price,20-Jun-23,19-Jun-23,,,,Price Traded Methodology,
2024/09/14,ABJ03,ZAG000179607,ZAG000179607 Corp,AFRICAN BANK LTD,FINANCIAL,Sr Unsecured,79,2023/09/14,14-Sep-24,11.175,JIBAR,253,,100.555101,100.1877037,0.36739726,100,100,0,,0,,,,,Price,21-Apr-23,20-Apr-23,,,,Price Traded Methodology,
2025/03/30,ABJ04,ZAG000184680,ZAG000184680 Corp,AFRICAN BANK LTD,FINANCIAL,Sr Unsecured,3,2023/06/30,30-Mar-25,10.165,JIBAR,259,,99.88338847,99.99478573,-0.11139726,100,100,0,,0,,,,,Price,27-Jan-23,03-Oct-22,,,,Price Traded Methodology,
2027/03/30,ABJ05,ZAG000184698,ZAG000184698 Corp,AFRICAN BANK LTD,FINANCIAL,Sr Unsecured,3,2023/06/30,30-Mar-27,10.575,JIBAR,300,,99.87911507,99.99500548,-0.115890411,100,100,0,,0,,,,,Price,26-May-23,19-Jun-23,,,,Price Traded Methodology,
2024/03/13,ABKI04,ZAG000134578,ZAG000134578 Corp,AFRICAN BANK LTD,FINANCIAL,Sr Unsecured,78,2023/09/13,13-Mar-24,5.75,I2025,457,8.27,163.90536,161.1917905,2.713569485,8.375,7.69,0.03,0.700534341,0.67272,,110.262,0.78189,,Price,19-Jun-23,21-Sep-22,,,,Inflation Linked Methodology,
2025/01/31,ABN61,ZAG000099565,ZAG000099565 Corp,ABSA BANK LTD,BANK,Sr Unsecured,34,2023/07/31,31-Jan-25,2,I2025,30,4,170.1671,168.7743,1.3928,4.105,3.42,0.1,1.566506794,1.535790974,-2.613410831,261.3410831,3.144616913,,Price,25-Jan-23,26-Nov-20,1.740997875,62.50246954,108.8166667,Inflation Linked Methodology,
2028/03/31,ABN62,ZAG000099573,ZAG000099573 Corp,ABSA BANK LTD,BANK,Sr Unsecured,95,2023/09/30,31-Mar-28,2.6,R210,77,4.8,218.48633,217.00404,1.48229,4.845,4.34,0.05,4.465023719,4.360374725,-9.526822839,952.6822839,21.97161483,,Price,16-Feb-23,21-Jul-21,2.39182953,45.49515978,108.8166667,Inflation Linked Methodology,
2033/12/07,ABN63,ZAG000099581,ZAG000099581 Corp,ABSA BANK LTD,BANK,Sr Unsecured,163,2023/12/07,07-Dec-33,3.45,R202,50,5.32,237.19265,236.69347,0.49918,5.41,4.89,0.08,8.678742521,8.45386959,-20.05195824,2005.195824,84.57961932,,Price,28-Nov-22,10-Sep-20,2.779528877,39.14932043,108.8166667,Inflation Linked Methodology,
2026/12/21,ABN79,ZAG000106816,ZAG000106816 Corp,ABSA BANK LTD,BANK,Sr Unsecured,177,2023/12/21,21-Dec-26,10.5,R186,-2.5,9.33,103.55544,103.4116,0.14384,9.95,7.935,0.07,3.013293774,2.87898894,-2.981349524,298.1349524,10.41667971,,Price,23-Jul-21,05-Aug-20,,,,Illiquid Methodology,
2025/11/11,ABS16,ZAG000130956,ZAG000130956 Corp,ABSA BANK LTD,BANK,Sr Unsecured,137,2023/11/11,11-Nov-25,10.395,R186,57.5,9.93,102.23864,100.92859,1.31005,10.55,8.35,0.09,2.141209758,2.039927364,-2.085594096,208.5594096,5.406771184,,Rate,15-Jun-23,08-Mar-23,,,,Illiquid Methodology,
2027/11/11,ABS17,ZAG000130980,ZAG000130980 Corp,ABSA BANK LTD,BANK,Sr Unsecured,137,2023/11/11,11-Nov-27,10.635,R186,38.5,9.74,104.43338,103.09308,1.3403,10.36,8.345,0.07,3.580049269,3.413797338,-3.565143965,356.5143965,14.82002933,,Rate,22-Dec-22,15-Mar-22,,,,Illiquid Methodology,
2023/09/26,ABS18,ZAG000139668,ZAG000139668 Corp,ABSA BANK LTD,BANK,Sr Unsecured,91,2023/09/26,26-Sep-23,9.84,R186,-39,8.965,102.60154,100.12132,2.48022,9.585,7.9,0.12,0.257533735,0.246485043,-0.252897456,25.2897456,0.121509753,,Rate,02-Mar-23,22-Feb-23,,,,Illiquid Methodology,
2028/02/24,ABS19,ZAG000193848,ZAG000193848 Corp,ABSA BANK LTD,BANK,Sr Unsecured,58,2023/08/24,24-Feb-28,9.67,R186,97,10.325,100.85544,97.62328,3.23216,10.945,9.26,0.06,3.729537751,3.546452158,-3.57679022,357.679022,16.24886887,,Price,03-May-23,22-Mar-23,,,,Illiquid Methodology,
2026/09/11,ABS7,ZAG000043985,ZAG000043985 Corp,ABSA BANK LTD,BANK,Sr Unsecured,76,2023/09/11,11-Sep-26,8.8,R186,79,10.145,98.92476,96.34503,2.57973,10.765,8.6,0.08,2.786868852,2.652329441,-2.623810524,262.3810524,8.984886116,,Rate,05-Jun-23,20-Apr-23,,,,Illiquid Methodology,
2023/12/07,ABSI2,ZAG000074378,ZAG000074378 Corp,ABSA BANK LTD,BANK,Sr Unsecured,163,2023/12/07,07-Dec-23,5.5,R197,100,4.2,331.034,330.09421,0.93979,4.9,3.348,-0.12,0.45025384,0.440992987,-1.459836785,145.9836785,0.388949629,,Rate,13-Jun-23,12-Oct-22,3.282540472,33.15013709,108.8166667,Inflation Linked Methodology,
2024/07/10,ABX01,ZAG000160870,ZAG000160870 Corp,AFRICAN BANK LTD,FINANCIAL,Sr Unsecured,13,2023/07/10,10-Jul-24,10.93,R186,285,12.205,103.82112,98.82027,5.00085,12.825,10.81,0.05,0.961583883,0.906278253,-0.940908192,94.09081922,1.300648816,,Price,14-Jun-23,10-Jul-19,,,,Illiquid Methodology,
2025/12/20,ACL097,ZAG000081845,ZAG000081845 Corp,ABSA BANK LTD,BANK,Sr Unsecured,85,2023/09/20,20-Dec-25,11.142,JIBAR,265,,100.1766874,99.99381071,0.182876712,100,100,0,,0,,,,,Price,11-Jun-19,10-Jun-19,,,,Price Traded Methodology,
2025/12/20,ACL098,ZAG000082074,ZAG000082074 Corp,ABSA BANK LTD,BANK,Sr Unsecured,85,2023/09/20,20-Dec-25,10.942,JIBAR,245,,100.173524,99.99393494,0.179589041,100,100,0,,0,,,,,Price,11-Jun-19,10-Jun-19,,,,Price Traded Methodology,
2023/12/20,ACL217,ZAG000109794,ZAG000109794 Corp,ABSA BANK LTD,BANK,Sr Unsecured,85,2023/09/20,20-Dec-23,10.602,JIBAR,211,,100.1684875,99.99448751,0.174,100,100,0,,0,,,,,Price,19-Nov-19,03-Feb-14,,,,Price Traded Methodology,
2023/09/11,AECI02,ZAG000153982,ZAG000153982 Corp,AECI LIMITED,INDUSTRIAL,Sr Unsecured,76,2023/09/11,11-Sep-23,10.225,JIBAR,115,,100.5160635,100.1235649,0.39249863,100,100,0,,0,,,,,Price,29-Nov-22,24-Nov-22,,,,Price Traded Methodology,
2023/11/21,AECI04,ZAG000155235,ZAG000155235 Corp,AECI LIMITED,INDUSTRIAL,Sr Unsecured,55,2023/08/21,21-Nov-23,9.668,JIBAR,135,,100.9569587,100.0298902,0.927068493,100,100,0,,0,,,,,Price,20-Nov-18,11-Nov-21,,,,Price Traded Methodology,
